"timestamp","heartrate"
2015-01-01 01:00:00,139
2015-01-01 01:42:23,75
2015-01-01 02:24:47,93
2015-01-01 03:07:11,73
2015-01-01 03:49:35,134
2015-01-01 04:31:59,72
2015-01-01 05:14:23,86
2015-01-01 05:56:47,152
2015-01-01 06:39:11,89
2015-01-01 07:21:35,80
2015-01-01 08:03:59,74
2015-01-01 08:46:22,81
2015-01-01 09:28:46,92
2015-01-01 10:11:10,84
2015-01-01 10:53:34,73
2015-01-01 11:35:58,101
2015-01-01 12:18:22,72
2015-01-01 13:00:46,73
2015-01-01 13:43:10,114
2015-01-01 14:25:34,83
2015-01-01 15:07:58,70
2015-01-01 15:50:22,132
2015-01-01 16:32:45,119
2015-01-01 17:15:09,132
2015-01-01 17:57:33,132
2015-01-01 18:39:57,83
2015-01-01 19:22:21,107
2015-01-01 20:04:45,142
2015-01-01 20:47:09,96
2015-01-01 21:29:33,96
2015-01-01 22:11:57,116
2015-01-01 22:54:21,101
2015-01-01 23:36:44,94
2015-01-02 00:19:08,106
2015-01-02 01:01:32,109
2015-01-02 01:43:56,160
2015-01-02 02:26:20,115
2015-01-02 03:08:44,68
2015-01-02 03:51:08,82
2015-01-02 04:33:32,94
2015-01-02 05:15:56,123
2015-01-02 05:58:20,76
2015-01-02 06:40:44,91
2015-01-02 07:23:07,180
2015-01-02 08:05:31,152
2015-01-02 08:47:55,77
2015-01-02 09:30:19,131
2015-01-02 10:12:43,85
2015-01-02 10:55:07,148
2015-01-02 11:37:31,105
2015-01-02 12:19:55,122
2015-01-02 13:02:19,87
2015-01-02 13:44:43,106
2015-01-02 14:27:06,107
2015-01-02 15:09:30,78
2015-01-02 15:51:54,169
2015-01-02 16:34:18,128
2015-01-02 17:16:42,94
2015-01-02 17:59:06,111
2015-01-02 18:41:30,80
2015-01-02 19:23:54,93
2015-01-02 20:06:18,121
2015-01-02 20:48:42,154
2015-01-02 21:31:06,97
2015-01-02 22:13:29,168
2015-01-02 22:55:53,73
2015-01-02 23:38:17,104
2015-01-03 00:20:41,139
2015-01-03 01:03:05,167
2015-01-03 01:45:29,132
2015-01-03 02:27:53,124
2015-01-03 03:10:17,95
2015-01-03 03:52:41,147
2015-01-03 04:35:05,85
2015-01-03 05:17:28,111
2015-01-03 05:59:52,80
2015-01-03 06:42:16,128
2015-01-03 07:24:40,176
2015-01-03 08:07:04,142
2015-01-03 08:49:28,75
2015-01-03 09:31:52,102
2015-01-03 10:14:16,83
2015-01-03 10:56:40,140
2015-01-03 11:39:04,86
2015-01-03 12:21:28,139
2015-01-03 13:03:51,160
2015-01-03 13:46:15,114
2015-01-03 14:28:39,97
2015-01-03 15:11:03,83
2015-01-03 15:53:27,94
2015-01-03 16:35:51,117
2015-01-03 17:18:15,60
2015-01-03 18:00:39,69
2015-01-03 18:43:03,92
2015-01-03 19:25:27,149
2015-01-03 20:07:50,78
2015-01-03 20:50:14,104
2015-01-03 21:32:38,109
2015-01-03 22:15:02,122
2015-01-03 22:57:26,74
2015-01-03 23:39:50,120
2015-01-04 00:22:14,93
2015-01-04 01:04:38,142
2015-01-04 01:47:02,63
2015-01-04 02:29:26,96
2015-01-04 03:11:50,162
2015-01-04 03:54:13,130
2015-01-04 04:36:37,110
2015-01-04 05:19:01,74
2015-01-04 06:01:25,95
2015-01-04 06:43:49,114
2015-01-04 07:26:13,121
2015-01-04 08:08:37,65
2015-01-04 08:51:01,135
2015-01-04 09:33:25,94
2015-01-04 10:15:49,79
2015-01-04 10:58:12,129
2015-01-04 11:40:36,80
2015-01-04 12:23:00,148
2015-01-04 13:05:24,157
2015-01-04 13:47:48,130
2015-01-04 14:30:12,123
2015-01-04 15:12:36,172
2015-01-04 15:55:00,92
2015-01-04 16:37:24,112
2015-01-04 17:19:48,110
2015-01-04 18:02:12,74
2015-01-04 18:44:35,117
2015-01-04 19:26:59,128
2015-01-04 20:09:23,67
2015-01-04 20:51:47,176
2015-01-04 21:34:11,132
2015-01-04 22:16:35,178
2015-01-04 22:58:59,74
2015-01-04 23:41:23,68
2015-01-05 00:23:47,64
2015-01-05 01:06:11,83
2015-01-05 01:48:34,63
2015-01-05 02:30:58,140
2015-01-05 03:13:22,124
2015-01-05 03:55:46,155
2015-01-05 04:38:10,143
2015-01-05 05:20:34,105
2015-01-05 06:02:58,72
